1001-18-000053-00|3|1|1|71|43373|43738||10|1|3251|13076|B_|1|7874|3.94|1984.68|394|0|29625000|0|29625000|1|3|20181023|0|1|2468750|;
1001-18-000053-00|4|1|1|71|43373|43738||10|1|3251|15109|B_|1|1107.25|0.56|279.09|55|0|6250000|0|6250000|1|3|20181023|0|1|520833.333333333|;
1001-18-000078-00|1|1|1|71|43432|43797||20|2|3261|14097|B_|1|35991.22|18.01|3254.01|1800|8814556|63170618|20111863|92097037|1|2|20181228|0|1|7674753.08333333|;
1001-18-000078-00|2|1|1|71|43432|43797||20|2|3261|14120|B_|1|3836.97|1.92|346.91|192|4755378|5069670|0|9825048|1|2|20181228|0|1|818754|;
1001-18-000078-00|3|1|1|71|43432|43797||20|2|3261|14120|B_|1|4526.91|2.27|409.29|226|1398480|8809851|1379740|11588071|1|2|20181228|0|1|965672.583333333|;
1001-18-000078-00|4|1|1|71|43432|43797||20|2|3261|14098|B_|1|129.74|0.06|11.72|6|319240|16291|0|335531|1|2|20181228|0|1|27960.9166666667|;
1001-18-000078-00|5|1|1|71|43432|43797||20|2|3261|14098|B_|1|855.06|0.43|77.3|43|693174|1207218|283138|2183530|1|2|20181228|0|1|181960.833333333|;
1001-18-000078-00|6|1|1|71|43432|43797||20|2|3261|14097|B_|1|62.91|0.03|5.69|3|82920|73032|0|155952|1|2|20181228|0|1|12996|;
1001-18-000078-00|7|1|1|71|43432|43797||20|2|3261|14120|B_|1|119.91|0.06|10.84|6|222273|85086|0|307359|1|2|20181228|0|1|25613.25|;
1001-18-000078-00|8|1|1|71|43432|43797||20|2|3261|14120|B_|1|414.76|0.21|37.49|21|744148|318919|0|1063067|1|2|20181228|0|1|88588.9166666667|;
1001-18-000078-00|9|1|1|71|43432|43797||20|2|3261|14120|B_|1|98.29|0.05|8.89|5|165838|85044|0|250882|1|2|20181228|0|1|20906.8333333333|;
1001-18-000078-00|10|1|1|71|43432|43797||20|2|3261|14097|B_|1|328.27|0.17|29.68|16|842675|0|0|842675|1|2|20181228|0|1|70222.9166666667|;
1001-18-000080-00|1|1|1|71|43465|43830||20|2|3221|2002|C_|1|279161.52|139.58|764.82|0|28660334|206830452|0|235490786|1|3|20181228|0|1|19624232.1666667|;
1001-18-000080-00|2|1|1|71|43465|43830||20|2|3221|2002|C_|1|216864.78|108.43|594.14|0|22078021|160860858|0|182938879|1|3|20181228|0|1|15244906.5833333|;
1001-18-000080-00|3|1|1|71|43465|43830||20|2|3221|2002|C_|1|58164.9|29.08|159.36|0|49065808|0|0|49065808|1|3|20181228|0|1|4088817.33333333|;
1001-18-000080-00|4|1|1|71|43465|43830||20|2|3221|2002|C_|1|254033.88|127.03|695.98|0|31925487|182368184|0|214293671|1|3|20181228|0|1|17857805.9166667|;
1001-18-000080-00|5|1|1|71|43465|43830||20|2|3221|2002|C_|1|50414.01|25.21|138.13|0|16003310|26524498|0|42527808|1|3|20181228|0|1|3543984|;
1001-18-000080-00|6|1|1|71|43465|43830||20|2|3221|14070|B_|1|218757.19|109.38|599.34|0|42236849|142299523|0|184536372|1|3|20181228|0|1|15378031|;
1001-18-000080-00|7|1|1|71|43465|43830||20|2|3221|19012|A_|1|37251.09|18.63|102.05|0|22664539|55892910|0|78557449|1|3|20181228|0|1|6546454.08333333|;
1001-18-000081-00|1|1|1|71|43465|43830||20|6|3221|2002|C_|1|360800.18|180.4|988.49|0|84219113|262660012|0|346879125|1|3|20181228|0|1|28906593.75|;
1001-18-000081-00|2|1|1|71|43465|43830||20|6|3221|2002|C_|1|1657.34|0.83|4.54|0|0|1596660|0|1596660|1|3|20181228|0|1|133055|;
1001-18-000081-00|3|1|1|71|43465|43830||20|6|3221|2002|C_|1|4489.27|2.24|12.29|0|3187444|1129944|0|4317388|1|3|20181228|0|1|359782.333333333|;
A1002-18-000002-00|2|1|1|71|43190|43555||10|2|5242|2004|C_|1|1114|0.55|839.31|56|75000|350000|0|425000|5|2|20180402|0|1|35416.6666666667|;
A1002-18-000002-00|3|1|1|71|43190|43555||10|2|5242|8037|A_|1|77|0.03|58.02|4|75000|650000|0|725000|5|2|20180402|0|1|60416.6666666667|;
A1002-18-000002-00|4|1|1|71|43190|43555||10|2|5242|11020|B_|1|26|0.01|19.58|1|25000|138000|0|163000|5|2|20180402|0|1|13583.3333333333|;
A1002-18-000002-00|5|1|1|71|43190|43555||10|2|5242|14039|B_|1|3239|1.62|2440.35|162|5000000|10836126|0|15836126|11|2|20180402|0|1|1319677.16666667|;
A1002-18-000002-00|6|1|1|71|43190|43555||10|2|5242|9115|G_|1|23422|11.71|17646.71|1171|25000000|37500000|10000000|62500000|30|2|20180402|0|1|5208333.33333333|;
A1002-18-000002-00|7|1|1|71|43190|43555||10|2|5242|9103|E_|1|1022|0.51|770|51|210000|2516000|0|2726000|1|2|20180402|0|1|227166.666666667|;
A1002-18-000002-00|8|1|1|71|43190|43555||10|2|5242|9102|F_|1|3118|1.56|2349.17|156|0|8320000|0|8320000|1|2|20180402|0|1|693333.333333333|;
A1002-18-000002-00|9|1|1|71|43190|43555||10|2|5242|15057|B1|1|695|0.34|523.63|35|1000000|5500000|0|6500000|10|2|20180402|0|1|541666.666666667|;
A1002-18-000002-00|10|1|1|71|43190|43555||10|2|5242|19019|A_|1|722|0.36|543.97|36|250000|6500000|0|6750000|11|2|20180402|0|1|562500|;
A1002-18-000002-00|11|1|1|71|43190|43555||10|2|5242|21119|B_|1|214|0.1|161.23|11|250000|550000|0|800000|11|2|20180402|0|1|66666.6666666667|;
A1002-18-000002-00|12|1|1|71|43190|43555||10|2|5242|22014|B_|1|36|0.02|27.13|2|25000|300000|0|325000|5|2|20180402|0|1|27083.3333333333|;
A1002-18-000002-00|13|1|1|71|43190|43555||10|2|5242|1001|A_|1|19|0.01|14.31|1|25000|150000|0|175000|11|2|20180402|0|1|14583.3333333333|;
A1002-18-000002-00|14|1|1|71|43190|43555||10|2|5242|26030|B_|1|20|0.01|15.06|1|25000|50000|0|75000|5|2|20180402|0|1|6250|;
A1002-18-000006-00|1|1|1|71|43203|43568||20|2|2211|9110|E_|1|39069.76|19.54|28044.59|1953|0|112183847|64455622|144411658|1|2|20180507|0|1|12034304.8333333|;
A1002-18-000007-00|2|1|1|71|43220|43585||20|1|3131|15051|B_|1|120840|60.41|81111.78|6042|137509803|431155719|39302400|607967922|1|2|20180509|0|1|50663993.5|;
A1002-18-000007-00|3|1|1|71|43220|43585||20|1|3131|15051|B_|1|151267.05|75.63|101535.41|7563|259668834|462027656|39302400|687792000|2|2|20180509|0|1|57316000|;
A1002-18-000007-00|4|1|1|71|43220|43585||20|1|3131|15051|B_|1|7813.95|3.91|5244.98|391|39302400|0|0|39302400|2|2|20180509|0|1|3275200|;
A1002-18-000007-00|5|1|1|71|43220|43585||20|1|3131|9104|E_|1|2742.78|1.37|1841.04|137|0|3930240|0|3930240|5|2|20180509|0|1|327520|;
A1002-18-000007-00|6|1|1|71|43220|43585||20|1|3131|9115|G_|1|4439.74|2.22|2980.1|222|0|6386640|0|6386640|3|2|20180509|0|1|532220|;
A1002-18-000020-00|1|210|2|71|43252|43617||10|1|9499|17028|B_|1|467528.21|233.77|314708.29|46753|889248601|9500000|2000000|900748601|2|3|20180616|0|1|75062383.4166667|;
